sku_id,week_start,forecast,forecast_method,forecast_confidence
SKU027,2026-02-16,474.0955428344212,primary_ml,Established
SKU029,2026-02-16,463.2306752218994,primary_ml,Established
SKU030,2026-02-16,469.1089792970188,primary_ml,Established
SKU031,2026-02-16,472.4178449530133,primary_ml,Established
SKU032,2026-02-16,474.2192340850318,primary_ml,Established
SKU033,2026-02-16,466.8703549878306,primary_ml,Established
SKU034,2026-02-16,467.33254351376814,primary_ml,Established
SKU035,2026-02-16,464.27857031049285,primary_ml,Established
SKU036,2026-02-16,467.53787985825056,primary_ml,Established
SKU037,2026-02-16,468.35899842984986,primary_ml,Established
SKU038,2026-02-16,470.3226766991023,primary_ml,Established
SKU039,2026-02-16,471.1648891438608,primary_ml,Established
SKU041,2026-02-16,470.4054506260382,primary_ml,Established
SKU042,2026-02-16,465.88425346881064,primary_ml,Established
SKU043,2026-02-16,475.52193973220943,primary_ml,Established
SKU044,2026-02-16,466.1811353390193,primary_ml,Established
SKU045,2026-02-16,472.7896921980875,primary_ml,Established
SKU046,2026-02-16,479.83964480504704,primary_ml,Established
SKU047,2026-02-16,473.1492400955577,primary_ml,Established
SKU048,2026-02-16,468.7379791398093,primary_ml,Established
SKU050,2026-02-16,470.07384482389153,primary_ml,Established
SKU052,2026-02-16,505.90948532525533,primary_ml,Established
SKU053,2026-02-16,466.2334733345753,primary_ml,Established
SKU054,2026-02-16,470.57343723656766,primary_ml,Established
SKU056,2026-02-16,470.4278494484659,primary_ml,Established
SKU057,2026-02-16,397.6233906500257,primary_ml,Established
SKU058,2026-02-16,360.63016612737806,primary_ml,Established
SKU059,2026-02-16,378.6698767112849,primary_ml,Established
SKU060,2026-02-16,365.9793147256222,primary_ml,Established
SKU061,2026-02-16,353.828631498204,primary_ml,Established
SKU063,2026-02-16,360.62737230142926,primary_ml,Established
SKU064,2026-02-16,364.2531062353743,primary_ml,Established
SKU065,2026-02-16,394.48330415836847,primary_ml,Established
SKU066,2026-02-16,393.2690262455262,primary_ml,Established
SKU069,2026-02-16,359.3345926825988,primary_ml,Established
SKU070,2026-02-16,403.7011232807041,primary_ml,Established
SKU072,2026-02-16,398.3824784373352,primary_ml,Established
SKU073,2026-02-16,374.8324990029517,primary_ml,Established
SKU074,2026-02-16,375.47587155447786,primary_ml,Established
SKU075,2026-02-16,368.8366123360876,primary_ml,Established
SKU076,2026-02-16,327.88538243729,primary_ml,Established
SKU077,2026-02-16,350.6429151847051,primary_ml,Established
SKU078,2026-02-16,337.6848701982369,primary_ml,Established
SKU080,2026-02-16,344.7977288745492,primary_ml,Established
SKU081,2026-02-16,357.547499139105,primary_ml,Established
SKU082,2026-02-16,351.5047743174486,primary_ml,Established
SKU085,2026-02-16,338.3535471625771,primary_ml,Established
SKU086,2026-02-16,343.66292312139706,primary_ml,Established
SKU087,2026-02-16,361.98054390100583,primary_ml,Established
SKU089,2026-02-16,336.8958082945054,primary_ml,Established
SKU090,2026-02-16,339.2114184458889,primary_ml,Established
SKU092,2026-02-16,327.30199186312063,primary_ml,Established
SKU093,2026-02-16,331.9452177371816,primary_ml,Established
SKU094,2026-02-16,324.27968643235425,primary_ml,Established
SKU095,2026-02-16,323.04545692505576,primary_ml,Established
SKU097,2026-02-16,322.6336411311538,primary_ml,Established
SKU098,2026-02-16,325.1671988552558,primary_ml,Established
SKU001,2026-02-23,478.3021282690868,primary_ml,Established
SKU002,2026-02-23,487.97675333211777,primary_ml,Established
SKU003,2026-02-23,467.1828891393856,primary_ml,Established
SKU007,2026-02-23,478.3021282690868,primary_ml,Established
SKU009,2026-02-23,492.32930199380417,primary_ml,Established
SKU010,2026-02-23,497.3636312062432,primary_ml,Established
SKU011,2026-02-23,495.43909378414463,primary_ml,Established
SKU012,2026-02-23,461.7811388952345,primary_ml,Established
SKU013,2026-02-23,496.5076334820914,primary_ml,Established
SKU014,2026-02-23,497.62818655238806,primary_ml,Established
SKU015,2026-02-23,462.11452673905194,primary_ml,Established
SKU017,2026-02-23,500.0443561540465,primary_ml,Established
SKU018,2026-02-23,477.5656877983019,primary_ml,Established
SKU019,2026-02-23,487.11000519345583,primary_ml,Established
SKU020,2026-02-23,503.2035410145639,primary_ml,Established
SKU021,2026-02-23,465.63581838635935,primary_ml,Established
SKU023,2026-02-23,504.6359773942029,primary_ml,Established
SKU024,2026-02-23,497.2908112426654,primary_ml,Established
SKU025,2026-02-23,488.63723288722497,primary_ml,Established
SKU026,2026-02-23,487.7730929060179,primary_ml,Established
SKU027,2026-02-23,500.0443561540465,primary_ml,Established
SKU029,2026-02-23,497.5968587881335,primary_ml,Established
SKU030,2026-02-23,470.3290197945712,primary_ml,Established
SKU031,2026-02-23,497.37438162075335,primary_ml,Established
SKU032,2026-02-23,498.0196027966985,primary_ml,Established
SKU033,2026-02-23,495.7024130986626,primary_ml,Established
SKU034,2026-02-23,496.20562598755714,primary_ml,Established
SKU035,2026-02-23,497.86141413427833,primary_ml,Established
SKU036,2026-02-23,462.0560649700709,primary_ml,Established
SKU037,2026-02-23,472.38809809707345,primary_ml,Established
SKU038,2026-02-23,496.6477962996406,primary_ml,Established
SKU039,2026-02-23,466.6816681583984,primary_ml,Established
SKU041,2026-02-23,468.20333946137185,primary_ml,Established
SKU042,2026-02-23,460.25730806489264,primary_ml,Established
SKU043,2026-02-23,495.7818617701445,primary_ml,Established
SKU044,2026-02-23,472.04077884808373,primary_ml,Established
SKU045,2026-02-23,480.0214076096402,primary_ml,Established
SKU046,2026-02-23,467.6005025504195,primary_ml,Established
SKU047,2026-02-23,497.2606352518441,primary_ml,Established
SKU048,2026-02-23,472.38809809707345,primary_ml,Established
SKU050,2026-02-23,498.23037934490515,primary_ml,Established
SKU052,2026-02-23,466.57446395614573,primary_ml,Established
SKU053,2026-02-23,468.09776671531193,primary_ml,Established
SKU054,2026-02-23,461.58863624380234,primary_ml,Established
SKU056,2026-02-23,459.8877389493687,primary_ml,Established
SKU057,2026-02-23,375.2409977266964,primary_ml,Established
SKU058,2026-02-23,367.8781223015891,primary_ml,Established
SKU059,2026-02-23,411.8532487121544,primary_ml,Established
SKU060,2026-02-23,401.96297783663977,primary_ml,Established
SKU061,2026-02-23,399.0931720476093,primary_ml,Established
SKU063,2026-02-23,400.6274580015929,primary_ml,Established
SKU064,2026-02-23,424.143384181946,primary_ml,Established
SKU065,2026-02-23,395.50414391953075,primary_ml,Established
SKU066,2026-02-23,391.94777052553536,primary_ml,Established
SKU069,2026-02-23,405.1479478082673,primary_ml,Established
SKU070,2026-02-23,416.43214148778094,primary_ml,Established
SKU072,2026-02-23,400.4437714994032,primary_ml,Established
SKU073,2026-02-23,395.3816053576746,primary_ml,Established
SKU074,2026-02-23,402.92053370378767,primary_ml,Established
SKU075,2026-02-23,365.061865340972,primary_ml,Established
SKU076,2026-02-23,355.83305329480186,primary_ml,Established
SKU077,2026-02-23,351.65397358933535,primary_ml,Established
SKU078,2026-02-23,357.4627804310419,primary_ml,Established
SKU080,2026-02-23,360.43426041839535,primary_ml,Established
SKU081,2026-02-23,360.7681223564495,primary_ml,Established
SKU082,2026-02-23,352.2894989806529,primary_ml,Established
SKU085,2026-02-23,357.4627804310419,primary_ml,Established
SKU086,2026-02-23,359.7201796242963,primary_ml,Established
SKU087,2026-02-23,361.6555045457314,primary_ml,Established
SKU089,2026-02-23,355.0512403714965,primary_ml,Established
SKU090,2026-02-23,385.3626415975434,primary_ml,Established
SKU092,2026-02-23,342.9373038249821,primary_ml,Established
SKU093,2026-02-23,333.2417040435269,primary_ml,Established
SKU094,2026-02-23,351.5376159879054,primary_ml,Established
SKU095,2026-02-23,322.1195850476382,primary_ml,Established
SKU097,2026-02-23,344.142534459562,primary_ml,Established
SKU098,2026-02-23,334.1375853726813,primary_ml,Established
SKU004,2026-01-05,519.125,category_fallback,Medium
SKU005,2026-01-05,519.1860465116279,category_fallback,Medium
SKU006,2026-01-05,507.725,category_fallback,Medium
SKU008,2026-01-05,522.4545454545455,category_fallback,Medium
SKU016,2026-01-05,492.3211669921875,category_fallback,Low
SKU022,2026-01-05,524.925925925926,category_fallback,Medium
SKU028,2026-01-05,527.0,category_fallback,Medium
SKU040,2026-01-05,492.2708333333333,category_fallback,Medium
SKU049,2026-01-05,484.35,category_fallback,Medium
SKU051,2026-01-05,469.41379310344826,category_fallback,Medium
SKU055,2026-01-05,491.3,category_fallback,Medium
SKU062,2026-01-05,391.78895563770794,category_fallback,Low
SKU067,2026-01-05,405.9487179487179,category_fallback,Medium
SKU068,2026-01-05,408.4130434782609,category_fallback,Medium
SKU071,2026-01-05,425.12228897104126,category_fallback,Low
SKU079,2026-01-05,323.4497407593243,category_fallback,Low
SKU083,2026-01-05,374.40425531914894,category_fallback,Medium
SKU084,2026-01-05,365.741407425991,category_fallback,Low
SKU088,2026-01-05,387.666407425991,category_fallback,Low
SKU091,2026-01-05,345.2972972972973,category_fallback,Medium
SKU096,2026-01-05,351.8706204736739,category_fallback,Low
SKU099,2026-01-05,341.14285714285717,category_fallback,Medium
SKU100,2026-01-05,335.12886223191566,category_fallback,Low
SKU004,2026-01-12,519.125,category_fallback,Medium
SKU005,2026-01-12,519.1860465116279,category_fallback,Medium
SKU006,2026-01-12,507.725,category_fallback,Medium
SKU008,2026-01-12,522.4545454545455,category_fallback,Medium
SKU016,2026-01-12,492.3211669921875,category_fallback,Low
SKU022,2026-01-12,524.925925925926,category_fallback,Medium
SKU028,2026-01-12,527.0,category_fallback,Medium
SKU040,2026-01-12,492.2708333333333,category_fallback,Medium
SKU049,2026-01-12,484.35,category_fallback,Medium
SKU051,2026-01-12,469.41379310344826,category_fallback,Medium
SKU055,2026-01-12,491.3,category_fallback,Medium
SKU062,2026-01-12,391.78895563770794,category_fallback,Low
SKU067,2026-01-12,405.9487179487179,category_fallback,Medium
SKU068,2026-01-12,408.4130434782609,category_fallback,Medium
SKU071,2026-01-12,425.12228897104126,category_fallback,Low
SKU079,2026-01-12,323.4497407593243,category_fallback,Low
SKU083,2026-01-12,374.40425531914894,category_fallback,Medium
SKU084,2026-01-12,365.741407425991,category_fallback,Low
SKU088,2026-01-12,387.666407425991,category_fallback,Low
SKU091,2026-01-12,345.2972972972973,category_fallback,Medium
SKU096,2026-01-12,351.8706204736739,category_fallback,Low
SKU099,2026-01-12,341.14285714285717,category_fallback,Medium
SKU100,2026-01-12,335.12886223191566,category_fallback,Low
SKU004,2026-01-19,519.125,category_fallback,Medium
SKU005,2026-01-19,519.1860465116279,category_fallback,Medium
SKU006,2026-01-19,507.725,category_fallback,Medium
SKU008,2026-01-19,522.4545454545455,category_fallback,Medium
SKU016,2026-01-19,492.3211669921875,category_fallback,Low
SKU022,2026-01-19,524.925925925926,category_fallback,Medium
SKU028,2026-01-19,527.0,category_fallback,Medium
SKU040,2026-01-19,492.2708333333333,category_fallback,Medium
SKU049,2026-01-19,484.35,category_fallback,Medium
SKU051,2026-01-19,469.41379310344826,category_fallback,Medium
SKU055,2026-01-19,491.3,category_fallback,Medium
SKU062,2026-01-19,391.78895563770794,category_fallback,Low
SKU067,2026-01-19,405.9487179487179,category_fallback,Medium
SKU068,2026-01-19,408.4130434782609,category_fallback,Medium
SKU071,2026-01-19,425.12228897104126,category_fallback,Low
SKU079,2026-01-19,323.4497407593243,category_fallback,Low
SKU083,2026-01-19,374.40425531914894,category_fallback,Medium
SKU084,2026-01-19,365.741407425991,category_fallback,Low
SKU088,2026-01-19,387.666407425991,category_fallback,Low
SKU091,2026-01-19,345.2972972972973,category_fallback,Medium
SKU096,2026-01-19,351.8706204736739,category_fallback,Low
SKU099,2026-01-19,341.14285714285717,category_fallback,Medium
SKU100,2026-01-19,335.12886223191566,category_fallback,Low
SKU004,2026-01-26,519.125,category_fallback,Medium
SKU005,2026-01-26,519.1860465116279,category_fallback,Medium
SKU006,2026-01-26,507.725,category_fallback,Medium
SKU008,2026-01-26,522.4545454545455,category_fallback,Medium
SKU016,2026-01-26,492.3211669921875,category_fallback,Low
SKU022,2026-01-26,524.925925925926,category_fallback,Medium
SKU028,2026-01-26,527.0,category_fallback,Medium
SKU040,2026-01-26,492.2708333333333,category_fallback,Medium
SKU049,2026-01-26,484.35,category_fallback,Medium
SKU051,2026-01-26,469.41379310344826,category_fallback,Medium
SKU055,2026-01-26,491.3,category_fallback,Medium
SKU062,2026-01-26,391.78895563770794,category_fallback,Low
SKU067,2026-01-26,405.9487179487179,category_fallback,Medium
SKU068,2026-01-26,408.4130434782609,category_fallback,Medium
SKU071,2026-01-26,425.12228897104126,category_fallback,Low
SKU079,2026-01-26,323.4497407593243,category_fallback,Low
SKU083,2026-01-26,374.40425531914894,category_fallback,Medium
SKU084,2026-01-26,365.741407425991,category_fallback,Low
SKU088,2026-01-26,387.666407425991,category_fallback,Low
SKU091,2026-01-26,345.2972972972973,category_fallback,Medium
SKU096,2026-01-26,351.8706204736739,category_fallback,Low
SKU099,2026-01-26,341.14285714285717,category_fallback,Medium
SKU100,2026-01-26,335.12886223191566,category_fallback,Low
SKU004,2026-02-02,519.125,category_fallback,Medium
SKU005,2026-02-02,519.1860465116279,category_fallback,Medium
SKU006,2026-02-02,507.725,category_fallback,Medium
SKU008,2026-02-02,522.4545454545455,category_fallback,Medium
SKU016,2026-02-02,492.3211669921875,category_fallback,Low
SKU022,2026-02-02,524.925925925926,category_fallback,Medium
SKU028,2026-02-02,527.0,category_fallback,Medium
SKU040,2026-02-02,492.2708333333333,category_fallback,Medium
SKU049,2026-02-02,484.35,category_fallback,Medium
SKU051,2026-02-02,469.41379310344826,category_fallback,Medium
SKU055,2026-02-02,491.3,category_fallback,Medium
SKU062,2026-02-02,391.78895563770794,category_fallback,Low
SKU067,2026-02-02,405.9487179487179,category_fallback,Medium
SKU068,2026-02-02,408.4130434782609,category_fallback,Medium
SKU071,2026-02-02,425.12228897104126,category_fallback,Low
SKU079,2026-02-02,323.4497407593243,category_fallback,Low
SKU083,2026-02-02,374.40425531914894,category_fallback,Medium
SKU084,2026-02-02,365.741407425991,category_fallback,Low
SKU088,2026-02-02,387.666407425991,category_fallback,Low
SKU091,2026-02-02,345.2972972972973,category_fallback,Medium
SKU096,2026-02-02,351.8706204736739,category_fallback,Low
SKU099,2026-02-02,341.14285714285717,category_fallback,Medium
SKU100,2026-02-02,335.12886223191566,category_fallback,Low
SKU004,2026-02-09,519.125,category_fallback,Medium
SKU005,2026-02-09,519.1860465116279,category_fallback,Medium
SKU006,2026-02-09,507.725,category_fallback,Medium
SKU008,2026-02-09,522.4545454545455,category_fallback,Medium
SKU016,2026-02-09,492.3211669921875,category_fallback,Low
SKU022,2026-02-09,524.925925925926,category_fallback,Medium
SKU028,2026-02-09,527.0,category_fallback,Medium
SKU040,2026-02-09,492.2708333333333,category_fallback,Medium
SKU049,2026-02-09,484.35,category_fallback,Medium
SKU051,2026-02-09,469.41379310344826,category_fallback,Medium
SKU055,2026-02-09,491.3,category_fallback,Medium
SKU062,2026-02-09,391.78895563770794,category_fallback,Low
SKU067,2026-02-09,405.9487179487179,category_fallback,Medium
SKU068,2026-02-09,408.4130434782609,category_fallback,Medium
SKU071,2026-02-09,425.12228897104126,category_fallback,Low
SKU079,2026-02-09,323.4497407593243,category_fallback,Low
SKU083,2026-02-09,374.40425531914894,category_fallback,Medium
SKU084,2026-02-09,365.741407425991,category_fallback,Low
SKU088,2026-02-09,387.666407425991,category_fallback,Low
SKU091,2026-02-09,345.2972972972973,category_fallback,Medium
SKU096,2026-02-09,351.8706204736739,category_fallback,Low
SKU099,2026-02-09,341.14285714285717,category_fallback,Medium
SKU100,2026-02-09,335.12886223191566,category_fallback,Low
SKU004,2026-02-16,519.125,category_fallback,Medium
SKU005,2026-02-16,519.1860465116279,category_fallback,Medium
SKU006,2026-02-16,507.725,category_fallback,Medium
SKU008,2026-02-16,522.4545454545455,category_fallback,Medium
SKU016,2026-02-16,492.3211669921875,category_fallback,Low
SKU022,2026-02-16,524.925925925926,category_fallback,Medium
SKU028,2026-02-16,527.0,category_fallback,Medium
SKU040,2026-02-16,492.2708333333333,category_fallback,Medium
SKU049,2026-02-16,484.35,category_fallback,Medium
SKU051,2026-02-16,469.41379310344826,category_fallback,Medium
SKU055,2026-02-16,491.3,category_fallback,Medium
SKU062,2026-02-16,391.78895563770794,category_fallback,Low
SKU067,2026-02-16,405.9487179487179,category_fallback,Medium
SKU068,2026-02-16,408.4130434782609,category_fallback,Medium
SKU071,2026-02-16,425.12228897104126,category_fallback,Low
SKU079,2026-02-16,323.4497407593243,category_fallback,Low
SKU083,2026-02-16,374.40425531914894,category_fallback,Medium
SKU084,2026-02-16,365.741407425991,category_fallback,Low
SKU088,2026-02-16,387.666407425991,category_fallback,Low
SKU091,2026-02-16,345.2972972972973,category_fallback,Medium
SKU096,2026-02-16,351.8706204736739,category_fallback,Low
SKU099,2026-02-16,341.14285714285717,category_fallback,Medium
SKU100,2026-02-16,335.12886223191566,category_fallback,Low
SKU004,2026-02-23,519.125,category_fallback,Medium
SKU005,2026-02-23,519.1860465116279,category_fallback,Medium
SKU006,2026-02-23,507.725,category_fallback,Medium
SKU008,2026-02-23,522.4545454545455,category_fallback,Medium
SKU016,2026-02-23,492.3211669921875,category_fallback,Low
SKU022,2026-02-23,524.925925925926,category_fallback,Medium
SKU028,2026-02-23,527.0,category_fallback,Medium
SKU040,2026-02-23,492.2708333333333,category_fallback,Medium
SKU049,2026-02-23,484.35,category_fallback,Medium
SKU051,2026-02-23,469.41379310344826,category_fallback,Medium
SKU055,2026-02-23,491.3,category_fallback,Medium
SKU062,2026-02-23,391.78895563770794,category_fallback,Low
SKU067,2026-02-23,405.9487179487179,category_fallback,Medium
SKU068,2026-02-23,408.4130434782609,category_fallback,Medium
SKU071,2026-02-23,425.12228897104126,category_fallback,Low
SKU079,2026-02-23,323.4497407593243,category_fallback,Low
SKU083,2026-02-23,374.40425531914894,category_fallback,Medium
SKU084,2026-02-23,365.741407425991,category_fallback,Low
SKU088,2026-02-23,387.666407425991,category_fallback,Low
SKU091,2026-02-23,345.2972972972973,category_fallback,Medium
SKU096,2026-02-23,351.8706204736739,category_fallback,Low
SKU099,2026-02-23,341.14285714285717,category_fallback,Medium
SKU100,2026-02-23,335.12886223191566,category_fallback,Low
